POSTI;NAME_FI;POSTI_1;BIN;DIS45;BARREN;FOREST;TEMPSUM;AKATP;AKATOSA;ALK_SLQ;TEOL_SLQ;TEOLLAG;NUORET;HERFIND;TYOTIH;TEOLP;PALVP;MAAS;DIS5000;ELEV;VAKILAG;VM0394;MOKKITIH;LSAREA;RETKITIH;LOG;DIS456;DIS20;DIS10;DIS6;TYOP;P;WATER;PALV_LAG;TEOLSLQ;ALK_LAG;PALV_SLQ;AKAT_LAG;TYOVOSA;TYOTMOSA;TYOTOMP;OPISKP;ELAKELP;TAVARAL;TAVELAT;TOIMIOSA;TYOPOSA;TYOTTOMAST;ASK_MTULOT;TAKVELAT;TAVARALL;ALINTL_P;YRITTAJ_P
82760;Hoilola;82760;0.000;77.120;2.847;65.801;3.079;3.000;0.000;3.052;0.000;0.766;7.000;0.414;0.700;0.182;0.364;0.455;75.168;139.893;0.456;-28.130;0.714;0.000;0.023;0.000;77.120;140.930;61.050;47.510;42.000;0.241;16.509;0.406;0.000;0.640;1.114;4.482;0.021;0.020;15.000;10.000;69.000;64.000;27.000;0.078;0.021;15;9072;27;64;44;4
82815;Marjovaara;82815;0.000;53.280;2.165;65.436;3.088;5.000;0.000;8.307;0.400;1.114;3.000;0.619;0.270;0.475;0.203;0.322;50.697;180.250;1.505;-33.970;1.578;0.000;0.000;0.000;53.280;151.960;65.060;17.460;27.000;0.089;5.251;1.166;0.400;1.470;0.058;5.750;0.036;0.037;16.000;9.000;64.000;40.000;28.000;0.029;0.014;16;12104;28;40;29;6
82820;Maukkula;82820;0.000;62.560;6.421;61.047;3.069;4.000;0.000;7.120;0.150;1.098;6.000;0.464;0.300;0.262;0.393;0.344;60.465;166.357;1.439;-16.940;2.179;0.000;0.000;0.000;62.560;161.240;73.960;8.180;36.000;0.088;1.677;1.154;0.150;1.269;0.347;5.770;0.052;0.090;27.000;10.000;62.000;49.000;33.000;0.069;0.018;27;10711;33;49;30;5
82830;Haukivaara;82830;0.000;75.250;3.812;63.947;3.044;2.000;0.000;4.272;0.000;1.092;7.000;0.320;0.110;0.333;0.333;0.333;72.726;173.458;1.418;-29.030;2.500;0.000;0.000;0.000;75.250;167.580;87.040;18.020;5.000;0.062;5.583;1.173;0.000;1.199;0.624;5.904;0.022;0.055;39.000;13.000;55.000;36.000;14.000;0.020;0.003;39;12215;14;36;26;9
82900;Ilomantsi Keskus;82900;0.000;70.650;15.899;55.393;3.050;6.000;1.000;0.779;0.387;0.343;7.000;0.120;2.350;0.441;0.408;0.151;68.454;155.377;1.149;-9.380;1.399;0.000;0.086;0.000;70.650;169.330;73.900;0.410;1494.000;0.306;14.537;0.997;0.387;1.085;1.222;5.913;0.717;1.135;25.000;13.000;58.000;37.000;25.000;2.527;0.758;25;12187;25;37;37;9
82915;Sonkaja;82915;0.000;71.070;15.483;53.450;3.078;6.000;0.000;7.120;0.000;0.362;8.000;0.465;0.270;0.377;0.189;0.434;0.000;162.986;1.230;-28.110;3.607;6.300;0.000;0.000;71.070;178.470;62.930;13.380;27.000;0.043;2.273;0.996;0.000;1.285;0.404;5.471;0.044;0.045;16.000;18.000;60.000;55.000;30.000;0.059;0.014;16;11778;30;55;31;10
82960;Lehtovaara-Kuikkalampi;82960;0.000;99.410;14.769;60.495;2.991;1.000;0.000;4.272;0.216;0.003;4.000;0.224;0.070;0.516;0.129;0.355;102.514;167.380;0.098;-21.890;4.520;2.411;0.085;0.000;99.410;198.090;100.970;28.670;25.000;0.016;8.134;0.039;0.216;0.157;0.437;4.077;0.034;0.067;30.000;12.000;56.000;30.000;31.000;0.078;0.013;30;11015;31;30;35;9
82967;Hattu;82967;0.000;112.400;21.646;48.882;2.926;1.000;0.000;3.012;0.000;0.000;6.000;0.320;0.080;0.182;0.182;0.636;114.649;186.404;0.023;-36.890;14.788;0.000;0.108;0.000;112.400;193.000;0.000;0.000;39.000;0.172;3.988;0.022;0.000;0.060;1.120;0.885;0.018;0.040;34.000;6.000;75.000;48.000;18.000;0.078;0.020;34;10610;18;48;33;11
82980;M÷hk÷;82980;0.000;88.910;15.891;57.507;3.014;3.000;0.000;0.289;0.000;0.296;5.000;0.665;0.220;0.375;0.500;0.125;90.040;159.023;0.883;-25.680;1.593;0.000;0.088;0.000;88.910;187.590;95.390;21.900;37.000;0.030;18.239;0.962;0.000;0.662;1.476;5.937;0.015;0.025;26.000;13.000;61.000;42.000;26.000;0.059;0.019;26;11129;26;42;32;10
83100;Liperi Keskus;83100;0.000;27.830;0.880;56.191;3.407;7.000;0.000;1.080;0.299;11.359;7.000;0.152;4.590;0.368;0.318;0.314;29.307;84.079;8.547;-6.010;0.422;0.175;0.000;0.000;27.830;102.920;0.130;36.070;1157.000;0.387;44.158;13.455;0.299;4.871;1.192;15.509;0.419;0.421;16.000;10.000;58.000;46.000;39.000;1.224;0.587;16;12659;39;46;35;7
83130;Salokyl?;83130;0.000;19.830;0.103;59.182;3.402;9.000;0.000;4.882;0.154;15.011;8.000;0.291;1.520;0.450;0.233;0.317;22.198;104.815;13.086;-16.740;11.500;0.011;0.000;0.000;19.830;109.870;7.860;38.330;35.000;0.716;0.000;15.063;0.154;5.321;0.312;14.405;0.063;0.045;11.000;16.000;38.000;54.000;52.000;0.157;0.018;11;13860;52;54;21;7
83140;Purom?ki;83140;0.000;25.940;0.568;51.861;3.402;4.000;0.000;10.680;0.000;15.009;8.000;1.000;0.480;0.500;0.118;0.382;28.193;85.912;12.958;-7.140;0.625;0.000;0.000;0.000;25.940;112.530;10.520;45.680;12.000;0.422;16.491;15.013;0.000;5.077;0.000;14.452;0.026;0.035;21.000;24.000;24.000;51.000;53.000;0.069;0.006;21;12047;53;51;32;0
83150;Roukalahti;83150;0.000;31.790;2.704;49.346;3.386;11.000;0.000;8.277;0.135;15.404;9.000;0.607;0.370;0.307;0.145;0.548;34.174;77.757;13.479;-13.170;0.715;0.000;0.000;0.000;31.790;111.610;8.830;44.760;40.000;0.263;69.154;15.710;0.135;5.635;0.156;14.201;0.050;0.047;15.000;11.000;52.000;45.000;44.000;0.098;0.020;15;11713;44;45;33;5
83160;Tutjunniemi;83160;1.000;40.710;1.175;70.705;3.369;4.000;0.000;5.607;0.000;12.198;5.000;0.426;0.370;0.077;0.039;0.885;43.773;78.841;12.553;-2.880;0.430;0.002;0.000;1.000;40.710;120.260;17.470;53.410;40.000;0.207;65.042;15.225;0.000;5.608;0.741;14.152;0.020;0.020;16.000;8.000;68.000;59.000;30.000;0.039;0.020;16;8870;30;59;30;10
83250;Rinteel?;83250;0.000;44.430;0.923;70.100;3.401;7.000;0.000;6.745;1.280;0.285;9.000;0.466;0.430;0.167;0.071;0.762;65.401;104.902;1.324;-19.340;1.100;0.004;0.000;0.000;44.430;91.280;17.510;49.500;38.000;0.174;17.924;0.862;1.280;2.690;0.164;6.072;0.027;0.027;16.000;5.000;60.000;72.000;34.000;0.069;0.019;16;10526;34;72;28;3
83320;Risti-Juoj?rvi;83320;0.000;35.270;0.299;40.968;3.430;3.000;0.000;5.874;1.621;3.268;5.000;0.398;1.430;0.192;0.231;0.577;40.663;84.118;3.476;-24.650;1.167;0.000;0.000;0.000;35.270;87.280;23.090;24.310;20.000;0.119;19.432;2.623;1.621;4.301;0.156;7.639;0.018;0.020;17.000;7.000;51.000;66.000;25.000;0.039;0.010;17;9782;25;66;37;7
83330;Kaatamo;83330;0.000;42.690;1.038;70.522;3.381;5.000;0.000;8.635;0.460;2.596;7.000;0.665;0.390;0.200;0.154;0.646;47.254;111.043;2.519;-14.970;0.777;0.113;0.000;0.000;42.690;79.860;28.450;29.510;47.000;0.175;17.615;2.031;0.460;2.940;0.133;6.739;0.040;0.045;17.000;12.000;59.000;65.000;29.000;0.088;0.024;17;9842;29;65;32;7
83340;Kaarnalampi;83340;0.000;36.160;0.665;43.720;3.418;4.000;0.000;9.790;0.225;3.249;8.000;0.842;1.710;0.103;0.069;0.828;39.819;86.724;3.418;-22.220;1.750;0.000;0.000;0.000;36.160;91.870;23.980;19.290;24.000;0.096;3.889;2.622;0.225;4.171;0.000;7.576;0.018;0.020;17.000;10.000;52.000;67.000;43.000;0.020;0.012;17;11281;43;67;29;4
83400;Viinij?rvi;83400;0.000;31.790;2.896;47.465;3.409;5.000;0.000;4.607;0.053;3.334;7.000;0.221;1.870;0.350;0.275;0.376;34.027;89.535;3.650;-5.420;0.598;0.609;0.000;0.000;31.790;95.430;19.610;16.680;204.000;0.121;22.374;2.766;0.053;4.323;0.726;7.863;0.272;0.336;19.000;10.000;53.000;38.000;34.000;0.588;0.104;19;12302;34;38;34;5
83430;K?s?m?;83430;1.000;24.860;0.897;58.855;3.420;9.000;0.000;1.181;0.052;16.773;7.000;0.331;2.770;0.419;0.324;0.257;27.022;86.062;11.900;3.550;0.207;0.517;0.000;1.000;24.860;99.690;14.230;24.700;208.000;0.319;46.360;15.392;0.052;5.473;1.298;13.892;0.099;0.072;11.000;13.000;39.000;49.000;44.000;0.353;0.106;11;17167;44;49;10;8
83450;Vaivio;83450;1.000;21.890;0.361;60.825;3.426;7.000;0.000;4.929;0.312;17.284;7.000;0.296;1.270;0.390;0.186;0.424;23.964;92.185;13.915;-2.210;0.191;0.324;0.000;1.000;21.890;109.590;24.130;34.600;52.000;0.632;31.767;16.086;0.312;5.408;0.420;13.808;0.059;0.050;13.000;14.000;40.000;53.000;48.000;0.108;0.026;13;16357;48;53;16;8
83460;Harinj?rvi;83460;1.000;17.650;0.655;74.516;3.407;11.000;0.000;0.689;0.349;15.173;5.000;0.185;1.410;0.651;0.256;0.093;18.618;111.149;13.607;11.480;0.172;0.055;0.000;1.000;17.650;118.300;23.780;39.490;31.000;0.789;17.148;15.781;0.349;5.359;0.956;14.250;0.055;0.047;13.000;16.000;30.000;73.000;47.000;0.118;0.016;13;19808;47;73;8;13
83480;Ahonkyl?;83480;0.000;40.300;3.275;62.254;3.383;8.000;0.000;8.082;0.000;2.591;10.000;0.609;0.710;0.370;0.130;0.500;43.171;101.529;2.759;-14.440;0.930;1.480;0.000;0.000;40.300;98.380;28.120;15.430;37.000;0.106;9.947;2.092;0.000;3.222;0.042;6.686;0.039;0.040;16.000;16.000;52.000;53.000;34.000;0.049;0.019;16;11042;34;53;33;8
83500;Outokumpu Keskus;83500;1.000;48.120;3.639;62.183;3.358;7.000;1.000;0.430;1.853;2.580;10.000;0.166;7.660;0.595;0.286;0.120;49.648;103.745;2.331;-11.600;0.698;2.646;0.000;1.000;48.120;106.260;35.940;0.460;2459.000;0.585;17.727;1.396;1.853;2.723;0.837;6.171;1.100;1.287;18.000;17.000;52.000;39.000;28.000;2.929;1.248;18;12808;28;39;38;6
83550;Kokonvaara;83550;0.000;51.630;2.413;62.133;3.375;1.000;0.000;8.796;0.000;2.758;9.000;0.692;0.520;0.535;0.093;0.372;52.632;88.562;3.006;-18.590;0.485;0.000;0.000;0.000;51.630;109.080;43.020;10.560;17.000;0.181;26.377;1.968;0.000;3.699;0.000;6.490;0.029;0.017;9.000;22.000;48.000;55.000;50.000;0.029;0.009;9;13422;50;55;20;4
83630;Kuusj?rvi;83630;0.000;49.980;2.467;73.123;3.346;4.000;0.000;2.484;0.377;2.549;8.000;0.151;0.470;0.531;0.292;0.177;52.376;115.402;2.168;-23.700;0.538;0.718;0.000;0.000;49.980;100.950;37.800;6.530;43.000;0.280;32.745;1.247;0.377;2.576;0.943;5.986;0.089;0.129;23.000;16.000;51.000;40.000;28.000;0.255;0.022;23;13492;28;40;26;7
83660;Varislahti;83660;0.000;63.530;0.655;73.853;3.323;4.000;0.000;8.678;0.338;2.607;7.000;0.672;0.130;0.453;0.189;0.359;65.727;117.993;2.056;-22.350;0.462;0.320;0.000;0.000;63.530;115.620;51.350;16.670;16.000;0.079;27.059;1.424;0.338;2.121;0.098;6.020;0.038;0.040;16.000;11.000;59.000;66.000;40.000;0.010;0.008;16;12503;40;66;39;5
83700;Polvij?rvi Keskus;83700;0.000;41.080;4.807;62.970;3.250;5.000;0.000;2.282;0.530;0.362;8.000;0.126;2.730;0.328;0.310;0.362;43.267;115.450;1.219;-11.950;2.055;0.852;0.000;0.000;41.080;114.370;42.580;23.880;908.000;0.151;4.301;0.608;0.530;2.820;0.983;4.506;0.476;0.587;19.000;10.000;57.000;42.000;27.000;1.420;0.461;19;10642;27;42;42;7
83720;Kuorevaara;83720;0.000;29.610;0.782;71.523;3.355;6.000;0.000;4.855;0.164;15.914;4.000;0.248;0.610;0.327;0.291;0.382;39.244;109.485;9.044;0.000;0.358;0.000;0.000;0.000;29.610;118.060;32.600;35.340;33.000;0.376;19.563;13.905;0.164;5.879;0.615;13.735;0.054;0.052;15.000;12.000;35.000;64.000;41.000;0.088;0.017;15;13467;41;64;31;11
83750;Sotkuma;83750;1.000;27.390;2.099;69.439;3.381;6.000;0.000;2.104;0.491;17.212;13.000;0.134;0.930;0.354;0.380;0.266;28.306;94.392;12.962;1.850;0.237;0.689;0.000;1.000;27.390;111.380;25.920;35.890;66.000;0.430;25.957;16.592;0.491;6.633;0.756;13.171;0.074;0.065;13.000;15.000;41.000;53.000;38.000;0.206;0.034;13;14770;38;53;20;11
83780;Horsmanaho;83780;1.000;48.320;3.155;59.403;3.311;1.000;0.000;4.842;0.360;2.662;9.000;0.303;1.360;0.286;0.143;0.571;49.210;95.283;2.856;-15.020;1.474;0.333;0.000;1.000;48.320;107.710;48.070;19.000;75.000;0.130;6.390;1.843;0.360;3.840;0.166;6.064;0.044;0.052;19.000;14.000;49.000;53.000;34.000;0.157;0.038;19;9800;34;53;27;13
83825;Kinahmo;83825;0.000;60.550;2.746;55.459;3.322;4.000;0.000;8.167;0.212;3.784;4.000;0.597;0.510;0.214;0.114;0.671;61.528;91.426;2.980;-10.850;0.388;0.476;0.000;0.000;60.550;131.100;60.460;41.750;51.000;0.201;47.716;2.027;0.212;3.477;0.184;9.555;0.054;0.072;21.000;15.000;52.000;50.000;27.000;0.137;0.026;21;10623;27;50;41;5
83830;Hukkala;83830;0.000;56.540;3.566;65.226;3.187;1.000;0.000;4.108;0.000;2.840;3.000;0.214;0.330;0.189;0.351;0.460;57.522;159.425;2.241;-26.580;6.667;0.000;0.000;0.000;56.540;105.900;56.290;33.690;26.000;0.201;1.114;1.567;0.000;2.945;0.540;5.622;0.026;0.040;24.000;9.000;49.000;41.000;28.000;0.088;0.013;24;9929;28;41;35;15
83835;Ruvaslahti;83835;0.000;57.930;5.475;53.171;3.272;6.000;0.000;8.216;0.083;0.587;4.000;0.603;0.810;0.145;0.145;0.711;58.667;94.985;1.777;-14.950;0.593;6.270;0.000;0.000;57.930;128.480;57.840;39.130;65.000;0.241;21.838;1.319;0.083;2.999;0.288;7.550;0.044;0.027;10.000;12.000;55.000;78.000;49.000;0.098;0.033;10;11893;49;78;34;8
83855;Martonvaara-Sammakkovaara;83855;0.000;64.690;3.085;61.017;3.184;3.000;0.000;7.714;0.000;0.818;9.000;0.539;0.450;0.214;0.048;0.738;68.184;128.954;1.020;-21.620;1.290;0.000;0.000;0.000;64.690;118.920;49.630;27.550;36.000;0.127;6.117;0.608;0.000;2.533;0.303;4.494;0.030;0.050;26.000;9.000;61.000;66.000;40.000;0.078;0.018;26;9317;40;66;34;10
83870;Polvela-Timovaara;83870;0.000;80.880;5.754;65.177;2.996;2.000;0.000;5.108;0.470;1.913;6.000;0.274;0.120;0.211;0.316;0.474;81.976;182.829;1.175;-22.220;1.350;0.582;0.000;0.000;80.880;105.120;65.820;13.750;23.000;0.154;5.666;0.762;0.470;1.996;0.475;5.191;0.048;0.082;27.000;14.000;55.000;61.000;21.000;0.049;0.012;27;10328;21;61;37;6
83880;Kajoo;83880;0.000;74.770;5.412;56.196;3.065;2.000;0.000;7.595;0.480;1.973;6.000;0.526;0.320;0.108;0.154;0.739;76.114;185.327;1.569;-18.900;1.919;0.000;0.000;0.000;74.770;93.530;74.520;27.950;45.000;0.167;6.570;1.144;0.480;2.332;0.277;5.059;0.045;0.060;21.000;7.000;51.000;76.000;23.000;0.078;0.023;21;8989;23;76;30;5
83900;Juuka Keskus;83900;1.000;85.600;6.093;64.191;2.987;6.000;0.000;1.116;1.614;1.866;7.000;0.153;2.020;0.269;0.441;0.290;87.126;169.506;1.052;-10.840;1.760;0.617;0.000;1.000;85.600;99.590;67.650;2.990;1617.000;0.391;12.045;0.735;1.614;1.600;0.845;5.323;0.725;0.824;18.000;11.000;56.000;44.000;27.000;2.028;0.821;18;12287;27;44;37;7
83910;Paalasmaa;83910;0.000;85.900;0.830;56.826;3.071;3.000;0.000;6.675;0.000;1.929;3.000;0.328;0.170;0.211;0.211;0.579;0.000;109.693;1.171;-12.000;0.525;0.027;0.000;0.000;85.900;122.000;0.000;0.000;16.000;0.605;58.448;0.848;0.000;1.757;0.585;5.448;0.017;0.025;23.000;8.000;76.000;52.000;17.000;0.020;0.008;23;8977;17;52;42;9
83940;Nunnanlahti;83940;0.000;73.200;1.822;54.996;3.123;6.000;0.000;1.214;4.471;1.913;5.000;0.698;1.470;0.170;0.356;0.475;75.701;106.689;1.301;-11.160;0.549;0.091;0.000;0.000;73.200;116.580;55.260;16.330;220.000;0.125;47.461;0.883;4.471;2.099;0.092;5.219;0.077;0.105;21.000;11.000;53.000;81.000;23.000;0.127;0.112;21;11829;23;81;27;2
83950;Ahmovaara;83950;1.000;57.580;2.771;59.755;3.150;4.000;0.000;5.767;0.919;0.834;7.000;0.338;0.610;0.143;0.235;0.622;59.459;135.619;1.139;-19.240;0.851;0.260;0.012;1.000;57.580;134.980;39.630;34.730;100.000;0.230;8.922;0.649;0.919;2.658;0.421;4.647;0.095;0.132;22.000;10.000;57.000;64.000;21.000;0.215;0.051;22;10298;21;64;39;7
83960;Koli;83960;1.000;67.940;0.454;73.771;3.162;4.000;0.000;1.656;0.168;1.685;4.000;0.173;0.640;0.143;0.400;0.457;69.812;121.314;1.300;-20.150;0.711;0.000;0.065;1.000;67.940;135.670;49.990;35.420;129.000;0.210;53.483;0.673;0.168;2.170;1.185;5.537;0.054;0.072;21.000;9.000;56.000;69.000;26.000;0.431;0.065;21;10634;26;69;37;16
