POSTI;NAME_FI;POSTI_1;BIN;DIS45;BARREN;FOREST;TEMPSUM;AKATP;AKATOSA;ALK_SLQ;TEOL_SLQ;TEOLLAG;NUORET;HERFIND;TYOTIH;TEOLP;PALVP;MAAS;DIS5000;ELEV;VAKILAG;VM0394;MOKKITIH;LSAREA;RETKITIH;LOG;DIS456;DIS20;DIS10;DIS6;TYOP;P;WATER;PALV_LAG;TEOLSLQ;ALK_LAG;PALV_SLQ;AKAT_LAG;TYOVOSA;TYOTMOSA;TYOTOMP;OPISKP;ELAKELP;TAVARAL;TAVELAT;TOIMIOSA;TYOPOSA;TYOTTOMAST;ASK_MTULOT;TAKVELAT;TAVARALL;ALINTL_P;YRITTAJ_P
70500;M?nnist÷;70500;0.000;7.240;0.000;13.464;3.462;10.000;1.000;0.136;0.979;14.298;15.000;0.137;289.000;0.565;0.422;0.013;1.594;88.605;18.778;-9.200;0.000;0.000;0.000;0.000;7.240;24.520;58.090;52.300;1734.000;0.886;62.613;22.282;0.979;5.256;0.982;14.543;1.152;1.314;18.000;16.000;60.000;28.000;29.000;2.929;0.880;18;13695;29;28;38;5
70600;Niirala;70600;1.000;2.920;0.000;13.713;3.462;19.000;1.000;0.011;1.073;14.421;25.000;0.156;493.500;0.468;0.509;0.022;4.861;107.927;19.020;12.930;0.000;0.000;0.000;1.000;2.920;24.740;53.770;48.050;987.000;0.878;3.716;22.245;1.073;5.603;1.174;14.455;0.544;0.324;9.000;27.000;47.000;38.000;32.000;1.156;0.501;9;14855;32;38;35;6
70620;Haapaniemi;70620;0.000;2.470;0.000;8.494;3.462;15.000;1.000;0.031;1.261;12.462;16.000;0.149;567.000;0.610;0.383;0.007;5.139;92.779;17.172;-10.840;0.500;0.000;0.000;0.000;2.470;26.160;53.880;48.160;1701.000;0.867;31.282;20.367;1.261;4.648;0.917;14.925;0.443;0.403;14.000;20.000;50.000;33.000;31.000;1.567;0.864;14;14727;31;33;36;7
70700;S?rkiniemi;70700;1.000;3.700;0.049;30.677;3.462;16.000;1.000;0.004;1.350;12.462;18.000;0.210;837.670;0.553;0.430;0.017;6.378;92.952;17.172;48.620;0.429;4.962;0.000;1.000;3.700;27.650;53.040;47.330;2513.000;0.867;23.419;20.367;1.350;4.648;1.044;14.925;0.720;0.612;13.000;23.000;35.000;34.000;33.000;2.194;1.276;13;16495;33;34;27;4
70780;Jynkk?;70780;1.000;5.440;0.886;60.814;3.438;15.000;1.000;0.026;0.854;12.459;13.000;0.171;16.770;0.568;0.415;0.017;9.960;86.196;16.758;-10.040;0.215;0.446;0.000;1.000;5.440;31.640;52.130;46.420;1627.000;0.860;69.269;20.345;0.854;4.133;1.121;15.018;1.116;0.958;13.000;20.000;28.000;42.000;41.000;2.273;0.826;13;18664;41;42;21;6
70800;Pitk?lahti;70800;1.000;6.630;0.300;69.699;3.371;17.000;1.000;0.290;0.573;12.484;10.000;0.114;4.330;0.584;0.375;0.041;12.081;132.573;16.560;-6.680;0.649;0.926;0.000;1.000;6.630;32.500;47.370;41.650;368.000;0.886;13.837;20.293;0.573;3.791;1.136;15.041;0.693;0.572;13.000;22.000;20.000;53.000;55.000;1.077;0.187;13;20370;55;53;19;7
70820;Litmanen;70820;1.000;8.160;1.036;29.083;3.438;14.000;2.000;0.133;0.144;12.432;14.000;0.175;187.330;0.571;0.416;0.013;12.093;93.102;16.516;45.710;2.000;0.226;0.000;1.000;8.160;33.610;49.490;43.770;1124.000;0.875;19.735;20.193;0.144;3.829;1.357;15.114;2.248;2.322;16.000;17.000;15.000;31.000;48.000;2.547;0.571;16;17324;48;31;28;5
70870;Hiltulanlahti;70870;1.000;18.550;1.356;59.395;3.386;11.000;0.000;2.899;0.836;12.042;6.000;0.142;1.590;0.522;0.248;0.230;24.086;102.787;15.601;8.780;0.601;0.779;0.000;1.000;18.550;43.920;35.920;28.780;291.000;0.700;32.700;19.146;0.836;3.797;0.638;15.036;0.405;0.296;11.000;14.000;32.000;56.000;57.000;0.980;0.148;11;18325;57;56;11;11
70900;Toivala;70900;1.000;15.100;1.311;52.290;3.464;14.000;1.000;0.299;0.378;14.133;8.000;0.210;20.070;0.547;0.357;0.097;13.183;104.613;18.682;15.870;0.406;0.712;0.000;1.000;15.100;13.750;65.950;44.040;1144.000;0.951;26.638;22.142;0.378;6.058;1.226;14.404;0.469;0.249;8.000;18.000;25.000;60.000;61.000;1.215;0.581;8;21329;61;60;7;8
70910;Vuorela;70910;1.000;15.430;2.295;49.541;3.471;17.000;1.000;0.000;0.936;14.152;10.000;0.182;77.250;0.589;0.370;0.041;12.505;95.250;18.708;-0.870;0.075;0.000;0.000;1.000;15.430;13.380;66.270;43.670;618.000;0.952;34.021;22.070;0.936;6.004;1.093;14.437;0.576;0.309;8.000;16.000;30.000;45.000;48.000;0.999;0.314;8;21131;48;45;12;7
70940;J?nnevirta;70940;1.000;22.040;2.554;53.749;3.479;13.000;0.000;1.172;0.198;14.185;7.000;0.130;1.460;0.541;0.341;0.118;19.523;85.460;18.730;7.660;0.413;0.000;0.000;1.000;22.040;19.260;72.890;49.550;82.000;0.785;52.317;22.285;0.198;6.178;0.913;14.367;0.111;0.055;8.000;13.000;29.000;60.000;58.000;0.225;0.042;8;21161;58;60;9;11
71130;Kortejoki;71130;0.000;37.020;0.296;69.399;3.446;12.000;0.000;1.514;0.202;12.358;5.000;0.348;1.350;0.452;0.274;0.274;34.313;98.167;17.070;-8.570;0.318;0.318;0.000;0.000;37.020;34.240;64.060;58.420;134.000;0.259;35.058;20.434;0.202;4.985;1.141;14.892;0.095;0.082;13.000;10.000;47.000;65.000;50.000;0.225;0.068;13;16837;50;65;21;6
71150;Vartiala;71150;0.000;33.430;0.608;65.520;3.426;10.000;0.000;8.010;0.150;13.848;5.000;0.577;0.610;0.322;0.203;0.475;29.914;107.082;16.628;7.100;0.401;0.294;0.000;0.000;33.430;30.650;75.040;48.530;72.000;0.295;21.955;20.675;0.150;5.478;0.347;14.555;0.097;0.090;14.000;7.000;42.000;69.000;63.000;0.157;0.037;14;15569;63;69;19;5
71160;Riistavesi;71160;1.000;39.730;1.252;58.397;3.395;8.000;0.000;2.191;0.198;8.760;6.000;0.138;1.920;0.376;0.317;0.308;37.921;93.066;7.630;-5.340;0.262;0.924;0.000;1.000;39.730;36.950;75.790;39.750;273.000;0.318;27.672;11.203;0.198;5.185;1.097;12.152;0.231;0.147;10.000;12.000;53.000;51.000;49.000;0.695;0.139;10;14864;49;51;26;8
71170;Laukka-aho;71170;0.000;50.830;0.996;60.792;3.348;3.000;0.000;5.785;1.351;2.678;9.000;0.368;0.590;0.296;0.259;0.444;47.864;119.904;2.619;-27.110;1.139;0.000;0.000;0.000;50.830;48.040;86.890;38.640;24.000;0.310;4.929;1.891;1.351;4.334;0.130;6.317;0.024;0.022;15.000;8.000;50.000;39.000;36.000;0.069;0.012;15;12766;36;39;22;7
71200;Tuusniemi Keskus;71200;0.000;63.460;1.011;69.671;3.305;6.000;0.000;1.463;0.159;0.884;8.000;0.127;2.560;0.366;0.339;0.296;60.751;128.524;1.563;-15.240;0.615;0.065;0.010;0.000;63.460;60.680;85.430;57.750;511.000;0.123;13.957;0.999;0.159;2.685;1.172;5.355;0.266;0.326;19.000;10.000;63.000;47.000;31.000;0.921;0.259;19;11941;31;47;39;7
71210;Tuusj?rvi;71210;0.000;51.670;0.698;62.759;3.371;4.000;0.000;5.785;0.338;0.851;10.000;0.349;0.960;0.178;0.156;0.667;48.043;106.326;1.790;-6.690;0.820;0.053;0.000;0.000;51.670;48.890;79.630;47.660;48.000;0.227;7.278;1.251;0.338;3.102;0.585;6.274;0.043;0.050;18.000;12.000;53.000;59.000;55.000;0.108;0.024;18;13085;55;59;24;7
71240;Paakkila;71240;1.000;70.740;0.455;67.845;3.319;4.000;0.000;2.185;3.316;3.142;11.000;0.432;1.170;0.364;0.200;0.436;68.617;116.689;2.439;2.770;0.413;0.278;0.000;1.000;70.740;67.960;92.710;65.030;88.000;0.154;38.186;1.824;3.316;2.397;0.071;6.016;0.041;0.047;18.000;14.000;56.000;74.000;41.000;0.108;0.045;18;11446;41;74;25;11
71260;Juurikkam?ki;71260;0.000;65.820;0.459;75.885;3.348;9.000;0.000;10.087;0.300;0.307;5.000;0.895;0.270;0.097;0.226;0.677;63.447;129.614;1.337;-10.730;0.573;0.131;0.000;0.000;65.820;63.040;76.870;61.810;18.000;0.130;17.881;0.751;0.300;2.679;0.000;5.742;0.025;0.027;17.000;12.000;59.000;65.000;39.000;0.010;0.009;17;10526;39;65;35;6
71280;Kosula;71280;0.000;79.350;0.696;73.512;3.362;3.000;0.000;6.136;0.000;0.165;3.000;0.354;0.210;0.188;0.229;0.583;79.468;116.266;0.523;-20.680;0.531;0.748;0.009;0.000;79.350;72.860;71.060;68.540;47.000;0.202;29.704;0.119;0.000;1.340;0.564;4.740;0.045;0.072;25.000;9.000;64.000;55.000;34.000;0.127;0.024;25;10760;34;55;43;9
71310;Vehmersalmi Keskus;71310;0.000;44.930;0.511;71.004;3.409;6.000;0.000;2.437;0.289;10.332;4.000;0.126;1.510;0.213;0.325;0.463;50.625;94.531;12.959;-4.920;0.354;0.410;0.000;0.000;44.930;50.470;49.990;65.980;355.000;0.238;36.372;17.014;0.289;4.632;1.068;14.952;0.207;0.194;15.000;9.000;62.000;56.000;40.000;0.705;0.180;15;12394;40;56;33;8
71330;R?s?l?;71330;0.000;30.130;0.672;67.370;3.397;5.000;0.000;6.329;0.600;9.567;8.000;0.391;0.560;0.250;0.239;0.511;60.835;100.006;10.763;-8.880;0.530;0.000;0.000;0.000;30.130;55.910;37.570;51.190;54.000;0.247;26.439;15.548;0.600;4.453;0.433;14.131;0.062;0.052;13.000;15.000;49.000;90.000;46.000;0.196;0.027;13;13148;46;90;22;7
71360;Litmaniemi;71360;0.000;60.560;0.288;73.348;3.385;10.000;0.000;6.942;0.000;0.332;5.000;0.453;0.180;0.167;0.208;0.625;60.690;95.364;1.379;-5.000;0.268;0.311;0.000;0.000;60.560;61.750;65.620;64.500;20.000;0.137;40.510;0.797;0.000;2.831;0.234;6.632;0.024;0.025;16.000;8.000;75.000;76.000;47.000;0.059;0.010;16;14169;47;76;22;8
71380;Mustinlahti;71380;0.000;69.660;0.737;72.076;3.398;3.000;0.000;8.544;0.000;0.093;6.000;0.651;0.320;0.063;0.125;0.813;72.625;97.506;0.719;-26.670;0.516;2.689;0.000;0.000;69.660;70.420;74.720;73.170;35.000;0.105;36.500;0.300;0.000;2.077;0.223;5.211;0.032;0.032;16.000;15.000;65.000;87.000;42.000;0.069;0.018;16;12176;42;87;33;6
71460;Paukarlahti;71460;0.000;28.740;1.102;72.605;3.378;6.000;0.000;6.408;0.216;5.351;8.000;0.395;0.280;0.500;0.224;0.276;33.787;100.696;7.443;17.820;0.605;0.000;0.000;0.000;28.740;42.800;24.310;35.820;25.000;0.423;30.700;6.081;0.216;3.005;0.499;13.218;0.071;0.030;7.000;11.000;46.000;46.000;59.000;0.118;0.013;7;16159;59;46;13;4
71470;Oravikoski;71470;1.000;35.590;0.412;74.337;3.399;10.000;0.000;0.515;2.930;2.673;9.000;0.322;1.510;0.580;0.340;0.080;40.821;91.454;2.573;-1.050;0.438;0.000;0.000;1.000;35.590;35.940;17.450;36.950;83.000;0.329;34.417;1.420;2.930;2.593;0.414;8.623;0.063;0.062;15.000;13.000;47.000;40.000;39.000;0.167;0.042;15;14416;39;40;24;13
71480;Kurkim?ki;71480;1.000;18.970;1.053;68.913;3.304;13.000;0.000;1.964;0.311;12.388;5.000;0.132;1.210;0.504;0.313;0.183;24.327;161.510;16.076;36.670;1.385;0.140;0.000;1.000;18.970;44.350;41.240;34.910;87.000;0.762;6.886;19.553;0.311;3.466;1.112;15.093;0.177;0.085;7.000;14.000;21.000;43.000;66.000;0.411;0.044;7;19022;66;43;12;9
71490;Airaksela;71490;1.000;35.600;1.160;75.604;3.301;6.000;0.000;2.373;1.501;6.795;9.000;0.248;0.370;0.522;0.239;0.239;42.893;132.511;10.504;4.620;0.803;0.278;0.000;1.000;35.600;60.970;48.390;32.160;36.000;0.219;17.380;10.728;1.501;3.227;0.693;14.094;0.044;0.040;14.000;7.000;51.000;69.000;57.000;0.118;0.018;14;15643;57;69;25;9
71520;Kaislastenlahti;71520;1.000;19.840;1.025;69.380;3.331;9.000;0.000;0.971;0.246;12.484;8.000;0.225;0.590;0.537;0.342;0.122;24.716;122.584;16.559;20.520;0.712;0.000;0.000;1.000;19.840;45.180;60.540;54.690;22.000;0.651;19.060;20.303;0.246;4.095;0.638;14.985;0.045;0.052;18.000;13.000;36.000;48.000;55.000;0.078;0.011;18;16482;55;48;13;10
71570;Syv?nniemi;71570;1.000;21.920;1.323;72.277;3.283;10.000;0.000;1.910;1.396;6.249;7.000;0.148;0.740;0.497;0.269;0.235;27.474;123.463;11.135;19.140;0.566;0.609;0.000;1.000;21.920;47.250;53.850;45.960;151.000;0.602;12.293;10.692;1.396;2.311;0.682;15.055;0.219;0.127;9.000;13.000;30.000;46.000;63.000;0.519;0.077;9;18026;63;46;12;11
71640;Talluskyl?;71640;0.000;49.700;0.741;69.191;3.197;3.000;0.000;5.594;0.129;0.409;7.000;0.317;0.320;0.289;0.212;0.500;54.344;126.357;1.749;-19.330;0.638;0.077;0.000;0.000;49.700;49.870;84.820;60.390;42.000;0.247;13.991;0.969;0.129;3.569;0.631;5.757;0.051;0.072;22.000;17.000;56.000;69.000;22.000;0.127;0.021;22;10530;22;69;37;9
71650;Hirvilahti-Salonkulma;71650;0.000;35.390;0.689;64.838;3.329;5.000;0.000;6.123;0.144;10.299;7.000;0.357;0.950;0.297;0.234;0.469;40.333;112.583;12.577;-10.680;0.889;0.184;0.000;0.000;35.390;45.980;76.080;62.950;75.000;0.235;23.469;13.831;0.144;4.372;0.520;13.935;0.083;0.072;13.000;12.000;50.000;61.000;42.000;0.215;0.038;13;13429;42;61;24;6
71660;Leinolanlahti;71660;0.000;40.980;1.126;69.515;3.288;1.000;0.000;8.010;0.338;4.158;5.000;0.570;0.270;0.314;0.114;0.571;45.993;118.533;8.617;-19.130;0.759;0.000;0.000;0.000;40.980;40.390;81.670;57.360;16.000;0.238;17.297;6.184;0.338;4.909;0.000;13.095;0.021;0.035;25.000;8.000;58.000;60.000;45.000;0.059;0.008;25;9878;45;60;41;9
71680;Pulkonkoski-Saarinen;71680;0.000;53.430;0.983;63.609;3.232;0.000;0.000;7.658;0.000;0.398;6.000;0.536;0.760;0.082;0.197;0.721;55.138;122.489;2.122;-1.450;1.029;0.004;0.000;0.000;53.430;32.600;94.120;49.210;53.000;0.258;8.646;1.372;0.000;4.594;0.353;5.889;0.043;0.020;7.000;11.000;46.000;73.000;47.000;0.137;0.027;7;11083;47;73;29;5
71720;K??rmelahti;71720;1.000;41.770;0.842;45.927;3.350;6.000;0.000;4.727;0.266;7.196;7.000;0.251;1.390;0.347;0.240;0.413;38.205;91.497;10.818;-2.360;0.587;0.000;0.000;1.000;41.770;17.210;92.620;40.700;61.000;0.576;30.440;11.223;0.266;5.028;0.793;13.591;0.081;0.045;9.000;10.000;36.000;44.000;57.000;0.176;0.031;9;16480;57;44;17;8
71730;Kinnulanlahti;71730;0.000;43.750;2.251;46.004;3.315;7.000;0.000;4.817;0.389;2.451;7.000;0.249;3.060;0.278;0.212;0.510;0.000;99.895;4.770;-9.600;1.282;4.488;0.000;0.000;43.750;19.200;94.600;31.690;153.000;0.507;13.805;3.177;0.389;5.077;0.459;10.491;0.129;0.105;13.000;12.000;43.000;56.000;67.000;0.392;0.078;13;15797;67;56;19;10
71740;Tavinsalmi;71740;1.000;49.850;1.672;49.101;3.306;1.000;0.000;5.722;0.772;2.324;4.000;0.332;1.400;0.167;0.200;0.633;48.030;87.380;4.642;-14.710;0.465;0.000;0.000;1.000;49.850;25.290;100.690;42.260;28.000;0.435;24.017;3.425;0.772;5.467;0.390;9.462;0.023;0.012;8.000;9.000;65.000;54.000;39.000;0.078;0.014;8;13203;39;54;26;15
71750;Maaninka Keskus;71750;1.000;47.500;1.283;48.232;3.293;7.000;0.000;1.981;0.196;2.322;7.000;0.130;11.330;0.288;0.456;0.256;44.831;90.843;4.199;-3.140;0.565;0.000;0.000;1.000;47.500;22.940;98.350;38.860;442.000;0.504;34.041;3.104;0.196;5.619;1.154;8.135;0.163;0.142;13.000;9.000;64.000;36.000;41.000;0.588;0.224;13;12340;41;36;44;7
71760;Ahkionlahti-Vianta;71760;0.000;59.110;1.606;58.386;3.226;4.000;0.000;8.862;0.115;1.940;8.000;0.692;0.500;0.197;0.127;0.676;63.301;94.768;2.685;-14.160;0.487;0.420;0.000;0.000;59.110;34.560;109.960;33.780;47.000;0.245;30.689;1.911;0.115;5.337;0.100;6.620;0.047;0.042;14.000;10.000;60.000;74.000;60.000;0.069;0.024;14;12504;60;74;27;7
71775;Tuovilanlahti-Haatala;71775;0.000;62.450;2.320;59.885;3.175;4.000;0.000;7.539;0.127;1.943;8.000;0.509;0.720;0.135;0.212;0.654;59.900;130.955;2.780;-8.760;2.164;2.403;0.000;0.000;62.450;37.900;109.140;37.000;85.000;0.223;3.958;1.958;0.127;5.679;0.294;6.247;0.080;0.097;19.000;8.000;51.000;65.000;56.000;0.206;0.043;19;11701;56;65;27;6
71800;Siilinj?rvi Keskus;71800;1.000;27.120;0.956;49.206;3.383;10.000;2.000;0.428;1.033;10.483;9.000;0.129;15.300;0.542;0.314;0.144;24.342;107.615;13.992;8.340;0.529;0.032;0.000;1.000;27.120;0.720;77.970;31.010;3719.000;0.932;18.652;18.113;1.033;6.650;0.982;14.151;1.774;1.352;12.000;15.000;40.000;44.000;47.000;4.829;1.888;12;17179;47;44;23;6
71820;P÷lj?;71820;1.000;37.370;0.938;50.768;3.336;7.000;0.000;4.005;0.056;3.301;8.000;0.206;2.460;0.480;0.230;0.290;35.310;109.540;5.740;4.920;0.650;0.000;0.000;1.000;37.370;12.720;88.220;29.110;96.000;0.580;9.249;4.540;0.056;5.494;0.634;11.088;0.148;0.087;9.000;14.000;30.000;54.000;52.000;0.353;0.049;9;17621;52;54;14;8
71840;Kuuslahti;71840;0.000;37.350;0.499;57.797;3.334;6.000;0.000;7.039;0.000;3.782;6.000;0.457;0.980;0.508;0.200;0.292;34.233;114.362;6.153;4.030;0.395;0.000;0.000;0.000;37.350;9.700;88.200;23.370;44.000;0.555;11.042;5.179;0.000;6.362;0.425;9.474;0.099;0.065;10.000;18.000;30.000;55.000;54.000;0.176;0.022;10;18492;54;55;11;6
71850;Lepp?kaarre;71850;1.000;28.410;0.047;31.861;3.435;12.000;0.000;1.834;0.218;13.324;13.000;0.192;33.000;0.550;0.406;0.045;25.140;99.219;15.393;-8.930;0.000;0.000;0.000;1.000;28.410;0.760;79.260;29.530;99.000;0.910;12.691;20.416;0.218;7.295;1.119;14.158;0.478;0.326;11.000;20.000;27.000;40.000;43.000;0.343;0.050;11;19869;43;40;16;4
71870;Harjam?ki;71870;0.000;29.460;0.995;49.062;3.407;12.000;0.000;0.089;0.090;13.296;16.000;0.522;24.000;0.513;0.462;0.026;27.316;128.590;15.154;-14.330;0.000;0.739;0.000;0.000;29.460;4.900;80.300;35.190;120.000;0.885;0.402;20.250;0.090;6.840;1.313;14.243;0.054;0.075;21.000;21.000;21.000;31.000;42.000;0.127;0.061;21;14619;42;31;33;5
71890;Hamula;71890;0.000;33.980;1.355;48.340;3.364;6.000;0.000;5.667;0.331;13.293;7.000;0.318;1.230;0.355;0.250;0.395;31.674;101.994;15.081;-2.290;1.379;0.055;0.000;0.000;33.980;14.920;84.830;45.210;98.000;0.581;11.582;20.245;0.331;6.411;0.446;14.274;0.130;0.102;12.000;15.000;39.000;71.000;56.000;0.304;0.050;12;16882;56;71;10;7
71910;Alapitk?;71910;0.000;42.330;1.922;53.617;3.278;8.000;0.000;6.454;0.272;4.163;7.000;0.379;1.450;0.292;0.202;0.506;40.115;114.153;5.001;-4.100;0.602;0.020;0.000;0.000;42.330;17.680;93.180;19.660;139.000;0.341;9.997;3.619;0.272;6.639;0.460;8.102;0.148;0.139;15.000;10.000;45.000;71.000;49.000;0.441;0.071;15;15572;49;71;25;5
71920;Pajuj?rvi;71920;0.000;49.200;1.692;59.025;3.241;4.000;0.000;7.521;0.076;4.210;9.000;0.512;0.790;0.333;0.074;0.593;47.106;124.332;5.110;-16.900;1.230;0.000;0.000;0.000;49.200;24.550;100.050;14.060;71.000;0.272;7.226;3.654;0.076;6.894;0.286;8.068;0.073;0.085;18.000;11.000;54.000;64.000;64.000;0.127;0.036;18;12040;64;64;29;7
71950;Lammasaho;71950;0.000;48.890;1.760;57.225;3.225;4.000;0.000;9.536;0.000;2.635;7.000;0.800;0.780;0.162;0.027;0.811;45.893;141.440;4.581;1.280;4.500;0.000;0.000;0.000;48.890;21.230;99.730;17.370;28.000;0.294;0.507;3.358;0.000;6.303;0.111;7.919;0.024;0.020;13.000;19.000;35.000;77.000;50.000;0.029;0.014;13;12365;50;77;25;10
71960;Lukkarila;71960;0.000;55.950;2.950;61.707;3.196;5.000;0.000;6.955;0.251;4.276;6.000;0.441;0.590;0.268;0.197;0.535;52.492;145.907;5.617;-19.390;3.895;0.000;0.000;0.000;55.950;31.300;106.790;25.830;43.000;0.200;1.170;4.456;0.251;7.458;0.290;7.909;0.047;0.030;10.000;12.000;58.000;64.000;45.000;0.186;0.022;10;11784;45;64;28;10
72100;Karttula Keskus;72100;0.000;41.540;1.050;68.765;3.238;6.000;0.000;2.017;0.418;0.845;7.000;0.139;2.080;0.358;0.326;0.316;47.055;108.086;1.983;-3.740;0.473;0.266;0.000;0.000;41.540;66.880;73.480;36.590;556.000;0.245;31.492;0.891;0.418;2.094;1.055;9.312;0.309;0.321;16.000;12.000;54.000;51.000;38.000;1.126;0.282;16;12232;38;51;34;8
72210;Tervo Keskus-Eliaksela;72210;0.000;55.880;1.080;66.985;3.149;5.000;0.000;1.759;0.312;0.277;7.000;0.124;1.440;0.287;0.282;0.431;61.258;109.334;1.251;-7.930;0.718;1.157;0.000;0.000;55.880;68.290;87.820;47.830;346.000;0.152;28.576;0.904;0.312;2.652;1.136;4.578;0.191;0.194;16.000;13.000;57.000;51.000;32.000;0.715;0.176;16;11514;32;51;35;10
72300;Vesanto Keskus;72300;0.000;78.640;1.363;67.052;3.087;6.000;0.000;1.693;0.370;0.167;8.000;0.135;2.120;0.336;0.363;0.301;83.956;130.867;0.797;-16.240;1.267;0.194;0.143;0.000;78.640;91.040;99.080;53.730;511.000;0.194;14.652;0.548;0.370;1.833;1.166;4.632;0.226;0.261;18.000;12.000;61.000;48.000;25.000;0.803;0.259;18;11377;25;48;37;7
72310;Niinivesi;72310;0.000;68.710;0.483;64.500;3.076;2.000;0.000;6.942;0.000;1.457;5.000;0.428;0.680;0.149;0.230;0.622;74.877;119.694;1.288;-10.860;0.898;0.000;0.114;0.000;68.710;81.120;98.070;52.730;60.000;0.112;23.633;0.942;0.000;2.717;0.494;5.161;0.052;0.052;16.000;9.000;61.000;62.000;30.000;0.147;0.030;16;10646;30;62;32;9
72330;Tiitil?nkyl?;72330;0.000;87.610;0.945;62.018;3.114;10.000;0.000;8.167;0.000;0.288;3.000;0.599;0.400;0.333;0.111;0.556;93.055;111.361;1.182;-4.760;0.875;0.000;0.459;0.000;87.610;100.880;85.620;40.280;17.000;0.195;24.154;0.852;0.000;2.517;0.000;5.006;0.024;0.020;13.000;12.000;58.000;52.000;53.000;0.078;0.009;13;11575;53;52;30;6
72350;Pienola;72350;0.000;91.420;0.850;58.149;3.138;3.000;0.000;6.508;0.338;0.113;6.000;0.411;0.590;0.213;0.175;0.613;96.588;111.116;0.567;-16.960;0.824;0.075;0.000;0.000;91.420;103.820;108.480;66.510;64.000;0.103;28.345;0.349;0.338;1.524;0.390;4.590;0.059;0.060;16.000;11.000;58.000;66.000;32.000;0.127;0.032;16;11596;32;66;30;7
72360;N?rhil?;72360;0.000;99.480;0.520;56.690;3.160;4.000;0.000;8.796;0.000;0.113;5.000;0.595;0.240;0.065;0.258;0.677;104.333;102.389;0.547;-23.680;0.474;0.000;0.000;0.000;99.480;111.890;98.610;74.580;17.000;0.042;58.175;0.346;0.000;1.459;0.092;4.524;0.019;0.022;19.000;11.000;70.000;54.000;20.000;0.020;0.009;19;9137;20;54;49;10
72380;Horontaipale;72380;0.000;95.320;0.524;61.465;3.198;4.000;0.000;9.207;0.000;0.107;7.000;0.693;0.570;0.191;0.024;0.786;101.520;115.474;0.480;-15.870;0.927;0.135;0.000;0.000;95.320;107.730;115.760;70.420;29.000;0.062;31.584;0.336;0.000;1.210;0.161;4.936;0.027;0.020;12.000;11.000;56.000;86.000;35.000;0.078;0.015;12;9584;35;86;34;10
72400;Pielavesi Keskus-Jyl?nki;72400;0.000;77.240;2.349;68.125;3.150;6.000;0.000;1.600;0.338;0.272;7.000;0.125;3.060;0.359;0.392;0.249;76.714;129.973;1.377;-5.030;1.132;0.249;0.000;0.000;77.240;54.750;117.940;53.850;1088.000;0.225;16.388;0.993;0.338;3.645;1.113;5.219;0.473;0.431;14.000;12.000;57.000;42.000;35.000;1.616;0.552;14;11666;35;42;40;10
72430;Kumpula;72430;1.000;85.270;1.480;67.193;3.108;2.000;0.000;8.216;0.104;4.748;10.000;0.602;0.440;0.286;0.114;0.600;82.938;142.729;4.911;-17.300;1.630;0.000;0.000;1.000;85.270;38.450;132.180;48.090;52.000;0.239;7.290;5.375;0.104;6.053;0.300;8.114;0.043;0.045;16.000;18.000;43.000;73.000;51.000;0.118;0.026;16;11757;51;73;21;7
72510;Jokij?rvi;72510;0.000;71.300;2.822;72.452;3.145;6.000;0.000;8.900;0.000;1.540;6.000;0.708;0.120;0.280;0.120;0.600;76.207;108.401;1.612;-32.990;1.020;0.000;0.000;0.000;71.300;67.040;103.990;63.920;12.000;0.163;30.366;1.293;0.000;3.075;0.260;5.397;0.020;0.025;20.000;5.000;74.000;56.000;29.000;0.039;0.006;20;11000;29;56;35;4
72530;S?vi?ntaipale;72530;0.000;72.530;2.455;63.165;3.169;1.000;0.000;7.749;0.000;0.269;5.000;0.507;0.480;0.116;0.232;0.652;78.858;115.768;1.298;-25.190;1.440;0.000;0.000;0.000;72.530;66.230;106.220;65.330;51.000;0.175;16.265;0.927;0.000;2.848;0.306;4.649;0.047;0.055;18.000;13.000;62.000;68.000;47.000;0.118;0.026;18;10164;47;68;31;8
72550;S?vi?;72550;1.000;81.300;0.572;63.527;3.164;4.000;0.000;2.389;0.000;1.548;5.000;0.164;1.190;0.368;0.281;0.351;81.307;108.422;1.649;-12.740;0.537;0.000;0.000;1.000;81.300;59.330;114.990;58.430;76.000;0.236;41.847;1.291;0.000;3.336;1.067;5.547;0.051;0.062;19.000;8.000;72.000;54.000;41.000;0.196;0.039;19;12063;41;54;24;8
72570;M?ntyl?;72570;0.000;90.340;1.134;69.372;3.159;4.000;0.000;8.392;0.386;1.482;4.000;0.643;0.240;0.353;0.147;0.500;95.228;116.442;1.265;1.410;0.967;0.000;0.000;0.000;90.340;69.940;124.040;67.710;14.000;0.104;23.441;1.066;0.386;2.484;0.223;5.694;0.022;0.030;21.000;15.000;51.000;62.000;57.000;0.020;0.007;21;12599;57;62;30;7
72600;Keitele Keskus;72600;1.000;94.710;2.128;67.688;3.158;7.000;0.000;1.106;2.268;1.295;10.000;0.224;3.490;0.503;0.255;0.242;99.938;132.818;0.693;-9.700;1.359;0.968;0.000;1.000;94.710;80.100;124.070;71.500;1120.000;0.052;15.267;0.459;2.268;1.611;0.676;5.171;0.394;0.304;12.000;12.000;54.000;56.000;40.000;1.077;0.569;12;13221;40;56;32;7
